t,hid,x,y,r
6.760,2,3.4400,-2.8253,0.267
6.760,3,4.2600,-1.0919,0.276
6.760,4,5.0800,0.0232,0.329
6.760,5,5.9000,-1.2952,0.307
6.760,6,6.7200,1.1103,0.328
6.760,7,7.5400,0.2287,0.305
6.760,8,8.3600,3.2875,0.282
6.760,9,9.1800,-0.3611,0.278
6.760,10,10.0000,-5.9630,0.305
6.760,11,10.8200,-1.7034,0.275
6.760,12,11.6400,-3.7985,0.320
6.760,13,12.4600,1.2136,0.266
6.760,14,13.2800,0.9289,0.318
6.760,15,14.1000,2.4017,0.295
6.800,0,1.8000,-0.9854,0.299
6.800,1,2.6200,-3.5408,0.289
6.800,2,3.4400,-2.8662,0.267
6.800,3,4.2600,-1.1216,0.276
6.800,4,5.0800,0.0522,0.329
6.800,5,5.9000,-1.2676,0.307
6.800,6,6.7200,1.1346,0.328
6.800,7,7.5400,0.2577,0.305
6.800,8,8.3600,3.3343,0.282
6.800,9,9.1800,-0.3937,0.278
6.800,10,10.0000,-6.0196,0.305
6.800,11,10.8200,-1.7371,0.275
6.800,12,11.6400,-3.8417,0.320
6.800,13,12.4600,1.2333,0.266
6.800,14,13.2800,0.9552,0.318
6.800,15,14.1000,2.3971,0.295
6.840,0,1.8000,-0.9682,0.299
6.840,1,2.6200,-3.5851,0.289
6.840,2,3.4400,-2.9073,0.267
6.840,3,4.2600,-1.1517,0.276
6.840,4,5.0800,0.0815,0.329
6.840,5,5.9000,-1.2396,0.307
6.840,6,6.7200,1.1592,0.328
6.840,7,7.5400,0.2870,0.305
6.840,8,8.3600,3.3815,0.282
6.840,9,9.1800,-0.4267,0.278
6.840,10,10.0000,-6.0765,0.305
6.840,11,10.8200,-1.7712,0.275
6.840,12,11.6400,-3.8853,0.320
6.840,13,12.4600,1.2532,0.266
6.840,14,13.2800,0.9817,0.318
6.840,15,14.1000,2.3924,0.295
6.880,0,1.8000,-0.9509,0.299
6.880,1,2.6200,-3.6297,0.289
6.880,2,3.4400,-2.9488,0.267
6.880,3,4.2600,-1.1821,0.276
6.880,4,5.0800,0.1111,0.329
6.880,5,5.9000,-1.2113,0.307
6.880,6,6.7200,1.1839,0.328
6.880,7,7.5400,0.3166,0.305
6.880,8,8.3600,3.4289,0.282
6.880,9,9.1800,-0.4600,0.278
6.880,10,10.0000,-6.1338,0.305
6.880,11,10.8200,-1.8055,0.275
6.880,12,11.6400,-3.9291,0.320
6.880,13,12.4600,1.2733,0.266
6.880,14,13.2800,1.0086,0.318
6.880,15,14.1000,2.3874,0.295
6.920,0,1.8000,-0.9333,0.299
6.920,1,2.6200,-3.6746,0.289
6.920,2,3.4400,-2.9906,0.267
6.920,3,4.2600,-1.2128,0.276
6.920,4,5.0800,0.1410,0.329
6.920,5,5.9000,-1.1827,0.307
6.920,6,6.7200,1.2089,0.328
6.920,7,7.5400,0.3464,0.305
6.920,8,8.3600,3.4765,0.282
6.920,9,9.1800,-0.4937,0.278
6.920,10,10.0000,-6.1914,0.305
6.920,11,10.8200,-1.8400,0.275
6.920,12,11.6400,-3.9734,0.320
6.920,13,12.4600,1.2936,0.266
6.920,14,13.2800,1.0357,0.318
6.920,15,14.1000,2.3823,0.295
6.960,0,1.8000,-0.9155,0.299
6.960,1,2.6200,-3.7197,0.289
6.960,2,3.4400,-3.0327,0.267
6.960,3,4.2600,-1.2438,0.276
6.960,4,5.0800,0.1713,0.329
6.960,5,5.9000,-1.1538,0.307
6.960,6,6.7200,1.2340,0.328
6.960,7,7.5400,0.3765,0.305
6.960,8,8.3600,3.5245,0.282
6.960,9,9.1800,-0.5276,0.278
6.960,10,10.0000,-6.2493,0.305
6.960,11,10.8200,-1.8749,0.275
6.960,12,11.6400,-4.0179,0.320
6.960,13,12.4600,1.3141,0.266
6.960,14,13.2800,1.0631,0.318
6.960,15,14.1000,2.3770,0.295
7.000,0,1.8000,-0.8975,0.299
7.000,1,2.6200,-3.7652,0.289
7.000,2,3.4400,-3.0751,0.267
7.000,3,4.2600,-1.2751,0.276
7.000,4,5.0800,0.2019,0.329
7.000,5,5.9000,-1.1245,0.307
7.000,6,6.7200,1.2593,0.328
7.000,7,7.5400,0.4069,0.305
7.000,8,8.3600,3.5727,0.282
7.000,9,9.1800,-0.5619,0.278
7.000,10,10.0000,-6.3076,0.305
7.000,11,10.8200,-1.9100,0.275
7.000,12,11.6400,-4.0628,0.320
7.000,13,12.4600,1.3348,0.266
7.000,14,13.2800,1.0908,0.318
7.000,15,14.1000,2.3716,0.295
7.040,0,1.8000,-0.8793,0.299
7.040,1,2.6200,-3.8109,0.289
7.040,2,3.4400,-3.1178,0.267
7.040,3,4.2600,-1.3067,0.276
7.040,4,5.0800,0.2327,0.329
7.040,5,5.9000,-1.0950,0.307
7.040,6,6.7200,1.2849,0.328
7.040,7,7.5400,0.4376,0.305
7.040,8,8.3600,3.6212,0.282
7.040,9,9.1800,-0.5965,0.278
7.040,10,10.0000,-6.3662,0.305
7.040,11,10.8200,-1.9454,0.275
7.040,12,11.6400,-4.1081,0.320
7.040,13,12.4600,1.3557,0.266
7.040,14,13.2800,1.1188,0.318
7.040,15,14.1000,2.3659,0.295
7.080,0,1.8000,-0.8609,0.299
7.080,1,2.6200,-3.8569,0.289
7.080,2,3.4400,-3.1609,0.267
7.080,3,4.2600,-1.3386,0.276
7.080,4,5.0800,0.2639,0.329
7.080,5,5.9000,-1.0652,0.307
7.080,6,6.7200,1.3106,0.328
7.080,7,7.5400,0.4685,0.305
7.080,8,8.3600,3.6700,0.282
7.080,9,9.1800,-0.6315,0.278
7.080,10,10.0000,-6.4252,0.305
7.080,11,10.8200,-1.9811,0.275
7.080,12,11.6400,-4.1537,0.320
7.080,13,12.4600,1.3769,0.266
7.080,14,13.2800,1.1472,0.318
7.080,15,14.1000,2.3601,0.295
7.120,0,1.8000,-0.8423,0.299
7.120,1,2.6200,-3.9032,0.289
7.120,2,3.4400,-3.2042,0.267
7.120,3,4.2600,-1.3708,0.276
7.120,4,5.0800,0.2954,0.329
7.120,5,5.9000,-1.0350,0.307
7.120,6,6.7200,1.3365,0.328
7.120,7,7.5400,0.4997,0.305
7.120,8,8.3600,3.7191,0.282
7.120,9,9.1800,-0.6668,0.278
7.120,10,10.0000,-6.4845,0.305
7.120,11,10.8200,-2.0171,0.275
7.120,12,11.6400,-4.1997,0.320
7.120,13,12.4600,1.3982,0.266
7.120,14,13.2800,1.1758,0.318
7.120,15,14.1000,2.3540,0.295
7.160,0,1.8000,-0.8234,0.299
7.160,1,2.6200,-3.9498,0.289
7.160,2,3.4400,-3.2479,0.267
7.160,3,4.2600,-1.4033,0.276
7.160,4,5.0800,0.3273,0.329
7.160,5,5.9000,-1.0045,0.307
7.160,6,6.7200,1.3626,0.328
7.160,7,7.5400,0.5312,0.305
7.160,8,8.3600,3.7685,0.282
7.160,9,9.1800,-0.7024,0.278
7.160,10,10.0000,-6.5442,0.305
7.160,11,10.8200,-2.0533,0.275
7.160,12,11.6400,-4.2460,0.320
7.160,13,12.4600,1.4198,0.266
7.160,14,13.2800,1.2047,0.318
7.160,15,14.1000,2.3478,0.295
7.200,0,1.8000,-0.8044,0.299
7.200,1,2.6200,-3.9967,0.289
7.200,2,3.4400,-3.2920,0.267
7.200,3,4.2600,-1.4361,0.276
7.200,4,5.0800,0.3594,0.329
7.200,5,5.9000,-0.9738,0.307
7.200,6,6.7200,1.3889,0.328
7.200,7,7.5400,0.5630,0.305
7.200,8,8.3600,3.8181,0.282
7.200,9,9.1800,-0.7383,0.278
7.200,10,10.0000,-6.6042,0.305
7.200,11,10.8200,-2.0899,0.275
7.200,12,11.6400,-4.2926,0.320
7.200,13,12.4600,1.4416,0.266
7.200,14,13.2800,1.2339,0.318
7.200,15,14.1000,2.3415,0.295
7.240,0,1.8000,-0.7851,0.299
7.240,1,2.6200,-4.0439,0.289
7.240,2,3.4400,-3.3363,0.267
7.240,3,4.2600,-1.4692,0.276
7.240,4,5.0800,0.3919,0.329
7.240,5,5.9000,-0.9427,0.307
7.240,6,6.7200,1.4154,0.328
7.240,7,7.5400,0.5950,0.305
7.240,8,8.3600,3.8680,0.282
7.240,9,9.1800,-0.7745,0.278
7.240,10,10.0000,-6.6645,0.305
7.240,11,10.8200,-2.1267,0.275
7.240,12,11.6400,-4.3396,0.320
7.240,13,12.4600,1.4636,0.266
7.240,14,13.2800,1.2634,0.318
7.240,15,14.1000,2.3349,0.295
7.280,0,1.8000,-0.7656,0.299
7.280,1,2.6200,-4.0913,0.289
7.280,2,3.4400,-3.3809,0.267
7.280,3,4.2600,-1.5027,0.276
7.280,4,5.0800,0.4246,0.329
7.280,5,5.9000,-0.9113,0.307
7.280,6,6.7200,1.4421,0.328
7.280,7,7.5400,0.6274,0.305
7.280,8,8.3600,3.9182,0.282
7.280,9,9.1800,-0.8111,0.278
7.280,10,10.0000,-6.7252,0.305
7.280,11,10.8200,-2.1637,0.275
7.280,12,11.6400,-4.3870,0.320
7.280,13,12.4600,1.4858,0.266
7.280,14,13.2800,1.2931,0.318
7.280,15,14.1000,2.3281,0.295
7.320,0,1.8000,-0.7459,0.299
7.320,1,2.6200,-4.1391,0.289
7.320,2,3.4400,-3.4259,0.267
7.320,3,4.2600,-1.5364,0.276
7.320,4,5.0800,0.4577,0.329
7.320,5,5.9000,-0.8796,0.307
7.320,6,6.7200,1.4690,0.328
7.320,7,7.5400,0.6600,0.305
7.320,8,8.3600,3.9686,0.282
7.320,9,9.1800,-0.8480,0.278
7.320,10,10.0000,-6.7862,0.305
7.320,11,10.8200,-2.2011,0.275
7.320,12,11.6400,-4.4347,0.320
7.320,13,12.4600,1.5082,0.266
7.320,14,13.2800,1.3232,0.318
7.320,15,14.1000,2.3212,0.295
7.360,0,1.8000,-0.7259,0.299
7.360,1,2.6200,-4.1871,0.289
7.360,2,3.4400,-3.4712,0.267
7.360,3,4.2600,-1.5704,0.276
7.360,4,5.0800,0.4911,0.329
7.360,5,5.9000,-0.8476,0.307
7.360,6,6.7200,1.4961,0.328
7.360,7,7.5400,0.6928,0.305
7.360,8,8.3600,4.0194,0.282
7.360,9,9.1800,-0.8853,0.278
7.360,10,10.0000,-6.8476,0.305
7.360,11,10.8200,-2.2387,0.275
7.360,12,11.6400,-4.4827,0.320
7.360,13,12.4600,1.5308,0.266
7.360,14,13.2800,1.3536,0.318
7.360,15,14.1000,2.3141,0.295
7.400,0,1.8000,-0.7058,0.299
7.400,1,2.6200,-4.2354,0.289
7.400,2,3.4400,-3.5168,0.267
7.400,3,4.2600,-1.6048,0.276
7.400,4,5.0800,0.5248,0.329
7.400,5,5.9000,-0.8153,0.307
7.400,6,6.7200,1.5233,0.328
7.400,7,7.5400,0.7260,0.305
7.400,8,8.3600,4.0704,0.282
7.400,9,9.1800,-0.9228,0.278
7.400,10,10.0000,-6.9093,0.305
7.400,11,10.8200,-2.2766,0.275
7.400,12,11.6400,-4.5311,0.320
7.400,13,12.4600,1.5537,0.266
7.400,14,13.2800,1.3843,0.318
7.400,15,14.1000,2.3068,0.295
7.440,0,1.8000,-0.6854,0.299
7.440,1,2.6200,-4.2840,0.289
7.440,2,3.4400,-3.5627,0.267
7.440,3,4.2600,-1.6394,0.276
7.440,4,5.0800,0.5588,0.329
7.440,5,5.9000,-0.7826,0.307
7.440,6,6.7200,1.5508,0.328
7.440,7,7.5400,0.7594,0.305
7.440,8,8.3600,4.1217,0.282
7.440,9,9.1800,-0.9607,0.278
7.440,10,10.0000,-6.9713,0.305
7.440,11,10.8200,-2.3148,0.275
7.440,12,11.6400,-4.5798,0.320
7.440,13,12.4600,1.5767,0.266
7.440,14,13.2800,1.4152,0.318
7.440,15,14.1000,2.2993,0.295
7.480,0,1.8000,-0.6649,0.299
7.480,1,2.6200,-4.3329,0.289
7.480,2,3.4400,-3.6089,0.267
7.480,3,4.2600,-1.6744,0.276
7.480,4,5.0800,0.5932,0.329
7.480,5,5.9000,-0.7497,0.307
7.480,6,6.7200,1.5785,0.328
7.480,7,7.5400,0.7931,0.305
7.480,8,8.3600,4.1733,0.282
7.480,9,9.1800,-0.9989,0.278
7.480,10,10.0000,-7.0337,0.305
7.480,11,10.8200,-2.3532,0.275
7.480,12,11.6400,-4.6289,0.320
7.480,13,12.4600,1.6000,0.266
7.480,14,13.2800,1.4465,0.318
7.480,15,14.1000,2.2917,0.295
7.520,0,1.8000,-0.6441,0.299
7.520,1,2.6200,-4.3820,0.289
7.520,2,3.4400,-3.6555,0.267
7.520,3,4.2600,-1.7096,0.276
7.520,4,5.0800,0.6278,0.329
7.520,5,5.9000,-0.7165,0.307
7.520,6,6.7200,1.6063,0.328
7.520,7,7.5400,0.8271,0.305
7.520,8,8.3600,4.2251,0.282
7.520,9,9.1800,-1.0375,0.278
7.520,10,10.0000,-7.0964,0.305
7.520,11,10.8200,-2.3920,0.275
7.520,12,11.6400,-4.6783,0.320
7.520,13,12.4600,1.6235,0.266
7.520,14,13.2800,1.4781,0.318
7.520,15,14.1000,2.2839,0.295
7.560,0,1.8000,-0.6231,0.299
7.560,1,2.6200,-4.4315,0.289
7.560,2,3.4400,-3.7024,0.267
7.560,3,4.2600,-1.7452,0.276
7.560,4,5.0800,0.6628,0.329
7.560,5,5.9000,-0.6829,0.307
7.560,6,6.7200,1.6344,0.328
7.560,7,7.5400,0.8614,0.305
7.560,8,8.3600,4.2772,0.282
7.560,9,9.1800,-1.0763,0.278
7.560,10,10.0000,-7.1595,0.305
7.560,11,10.8200,-2.4310,0.275
7.560,12,11.6400,-4.7281,0.320
7.560,13,12.4600,1.6472,0.266
7.560,14,13.2800,1.5099,0.318
7.560,15,14.1000,2.2758,0.295
7.600,0,1.8000,-0.6019,0.299
7.600,1,2.6200,-4.4812,0.289
7.600,2,3.4400,-3.7496,0.267
7.600,3,4.2600,-1.7810,0.276
7.600,4,5.0800,0.6981,0.329
7.600,5,5.9000,-0.6490,0.307
7.600,6,6.7200,1.6626,0.328
7.600,7,7.5400,0.8959,0.305
7.600,8,8.3600,4.3297,0.282
7.600,9,9.1800,-1.1155,0.278
7.600,10,10.0000,-7.2229,0.305
7.600,11,10.8200,-2.4703,0.275
7.600,12,11.6400,-4.7782,0.320
7.600,13,12.4600,1.6711,0.266
7.600,14,13.2800,1.5421,0.318
7.600,15,14.1000,2.2676,0.295
7.640,0,1.8000,-0.5804,0.299
7.640,1,2.6200,-4.5312,0.289
7.640,2,3.4400,-3.7971,0.267
7.640,3,4.2600,-1.8172,0.276
7.640,4,5.0800,0.7337,0.329
7.640,5,5.9000,-0.6149,0.307
7.640,6,6.7200,1.6910,0.328
7.640,7,7.5400,0.9307,0.305
7.640,8,8.3600,4.3823,0.282
7.640,9,9.1800,-1.1550,0.278
7.640,10,10.0000,-7.2866,0.305
7.640,11,10.8200,-2.5098,0.275
7.640,12,11.6400,-4.8287,0.320
7.640,13,12.4600,1.6952,0.266
7.640,14,13.2800,1.5745,0.318
7.640,15,14.1000,2.2593,0.295
7.680,0,1.8000,-0.5588,0.299
7.680,1,2.6200,-4.5815,0.289
7.680,2,3.4400,-3.8449,0.267
7.680,3,4.2600,-1.8537,0.276
7.680,4,5.0800,0.7696,0.329
7.680,5,5.9000,-0.5804,0.307
7.680,6,6.7200,1.7197,0.328
7.680,7,7.5400,0.9658,0.305
7.680,8,8.3600,4.4353,0.282
7.680,9,9.1800,-1.1949,0.278
7.680,10,10.0000,-7.3507,0.305
7.680,11,10.8200,-2.5497,0.275
7.680,12,11.6400,-4.8795,0.320
7.680,13,12.4600,1.7195,0.266
7.680,14,13.2800,1.6072,0.318
7.680,15,14.1000,2.2507,0.295
7.720,0,1.8000,-0.5369,0.299
7.720,1,2.6200,-4.6321,0.289
7.720,2,3.4400,-3.8931,0.267
7.720,3,4.2600,-1.8904,0.276
7.720,4,5.0800,0.8058,0.329
7.720,5,5.9000,-0.5456,0.307
7.720,6,6.7200,1.7485,0.328
7.720,7,7.5400,1.0011,0.305
7.720,8,8.3600,4.4886,0.282
7.720,9,9.1800,-1.2351,0.278
7.720,10,10.0000,-7.4151,0.305
7.720,11,10.8200,-2.5898,0.275
7.720,12,11.6400,-4.9307,0.320
7.720,13,12.4600,1.7441,0.266
7.720,14,13.2800,1.6403,0.318
7.720,15,14.1000,2.2419,0.295
7.760,0,1.8000,-0.5149,0.299
7.760,1,2.6200,-4.6830,0.289
7.760,2,3.4400,-3.9415,0.267
7.760,3,4.2600,-1.9275,0.276
7.760,4,5.0800,0.8423,0.329
7.760,5,5.9000,-0.5105,0.307
7.760,6,6.7200,1.7775,0.328
7.760,7,7.5400,1.0368,0.305
7.760,8,8.3600,4.5421,0.282
7.760,9,9.1800,-1.2756,0.278
7.760,10,10.0000,-7.4799,0.305
7.760,11,10.8200,-2.6302,0.275
7.760,12,11.6400,-4.9822,0.320
7.760,13,12.4600,1.7688,0.266
7.760,14,13.2800,1.6736,0.318
7.760,15,14.1000,2.2330,0.295
7.800,0,1.8000,-0.4926,0.299
7.800,1,2.6200,-4.7341,0.289
7.800,2,3.4400,-3.9903,0.267
7.800,3,4.2600,-1.9649,0.276
7.800,4,5.0800,0.8792,0.329
7.800,5,5.9000,-0.4751,0.307
7.800,6,6.7200,1.8067,0.328
7.800,7,7.5400,1.0727,0.305
7.800,8,8.3600,4.5959,0.282
7.800,9,9.1800,-1.3164,0.278
7.800,10,10.0000,-7.5450,0.305
7.800,11,10.8200,-2.6708,0.275
7.800,12,11.6400,-5.0340,0.320
7.800,13,12.4600,1.7938,0.266
7.800,14,13.2800,1.7072,0.318
7.800,15,14.1000,2.2239,0.295
7.840,0,1.8000,-0.4701,0.299
7.840,1,2.6200,-4.7856,0.289
7.840,2,3.4400,-4.0394,0.267
7.840,3,4.2600,-2.0026,0.276
7.840,4,5.0800,0.9163,0.329
7.840,5,5.9000,-0.4394,0.307
7.840,6,6.7200,1.8361,0.328
7.840,7,7.5400,1.1089,0.305
7.840,8,8.3600,4.6500,0.282
7.840,9,9.1800,-1.3576,0.278
7.840,10,10.0000,-7.6105,0.305
7.840,11,10.8200,-2.7118,0.275
7.840,12,11.6400,-5.0862,0.320
7.840,13,12.4600,1.8190,0.266
7.840,14,13.2800,1.7411,0.318
7.840,15,14.1000,2.2146,0.295
7.880,0,1.8000,-0.4473,0.299
7.880,1,2.6200,-4.8373,0.289
7.880,2,3.4400,-4.0888,0.267
7.880,3,4.2600,-2.0406,0.276
7.880,4,5.0800,0.9538,0.329
7.880,5,5.9000,-0.4033,0.307
7.880,6,6.7200,1.8657,0.328
7.880,7,7.5400,1.1454,0.305
7.880,8,8.3600,4.7043,0.282
7.880,9,9.1800,-1.3991,0.278
7.880,10,10.0000,-7.6763,0.305
7.880,11,10.8200,-2.7530,0.275
7.880,12,11.6400,-5.1388,0.320
7.880,13,12.4600,1.8444,0.266
7.880,14,13.2800,1.7754,0.318
7.880,15,14.1000,2.2052,0.295
7.920,0,1.8000,-0.4244,0.299
7.920,1,2.6200,-4.8893,0.289
7.920,2,3.4400,-4.1386,0.267
7.920,3,4.2600,-2.0789,0.276
7.920,4,5.0800,0.9916,0.329
7.920,5,5.9000,-0.3670,0.307
7.920,6,6.7200,1.8955,0.328
7.920,7,7.5400,1.1821,0.305
7.920,8,8.3600,4.7589,0.282
7.920,9,9.1800,-1.4409,0.278
7.920,10,10.0000,-7.7424,0.305
7.920,11,10.8200,-2.7945,0.275
7.920,12,11.6400,-5.1917,0.320
7.920,13,12.4600,1.8700,0.266
7.920,14,13.2800,1.8099,0.318
7.920,15,14.1000,2.1955,0.295
7.960,0,1.8000,-0.4013,0.299
7.960,1,2.6200,-4.9416,0.289
7.960,2,3.4400,-4.1886,0.267
7.960,3,4.2600,-2.1174,0.276
7.960,4,5.0800,1.0297,0.329
7.960,5,5.9000,-0.3303,0.307
7.960,6,6.7200,1.9255,0.328
7.960,7,7.5400,1.2191,0.305
7.960,8,8.3600,4.8139,0.282
7.960,9,9.1800,-1.4830,0.278
7.960,10,10.0000,-7.8089,0.305
7.960,11,10.8200,-2.8363,0.275
7.960,12,11.6400,-5.2449,0.320
7.960,13,12.4600,1.8958,0.266
7.960,14,13.2800,1.8447,0.318
7.960,15,14.1000,2.1857,0.295
8.000,0,1.8000,-0.3779,0.299
8.000,1,2.6200,-4.9942,0.289
8.000,2,3.4400,-4.2390,0.267
8.000,3,4.2600,-2.1563,0.276
8.000,4,5.0800,1.0681,0.329
8.000,5,5.9000,-0.2934,0.307
8.000,6,6.7200,1.9557,0.328
8.000,7,7.5400,1.2564,0.305
8.000,8,8.3600,4.8690,0.282
8.000,9,9.1800,-1.5255,0.278
8.000,10,10.0000,-7.8757,0.305
8.000,11,10.8200,-2.8783,0.275
8.000,12,11.6400,-5.2985,0.320
8.000,13,12.4600,1.9218,0.266
8.000,14,13.2800,1.8798,0.318
8.000,15,14.1000,2.1756,0.295
8.040,0,1.8000,-0.3543,0.299
8.040,1,2.6200,-5.0471,0.289
8.040,2,3.4400,-4.2897,0.267
8.040,3,4.2600,-2.1956,0.276
8.040,4,5.0800,1.1069,0.329
8.040,5,5.9000,-0.2561,0.307
8.040,6,6.7200,1.9861,0.328
8.040,7,7.5400,1.2940,0.305
8.040,8,8.3600,4.9245,0.282
8.040,9,9.1800,-1.5683,0.278
8.040,10,10.0000,-7.9428,0.305
8.040,11,10.8200,-2.9207,0.275
8.040,12,11.6400,-5.3524,0.320
8.040,13,12.4600,1.9481,0.266
8.040,14,13.2800,1.9152,0.318
8.040,15,14.1000,2.1654,0.295
8.080,0,1.8000,-0.3305,0.299
8.080,1,2.6200,-5.1002,0.289
8.080,2,3.4400,-4.3407,0.267
8.080,3,4.2600,-2.2351,0.276
8.080,4,5.0800,1.1459,0.329
8.080,5,5.9000,-0.2185,0.307
8.080,6,6.7200,2.0167,0.328
8.080,7,7.5400,1.3318,0.305
8.080,8,8.3600,4.9803,0.282
8.080,9,9.1800,-1.6114,0.278
8.080,10,10.0000,-8.0103,0.305
8.080,11,10.8200,-2.9633,0.275
8.080,12,11.6400,-5.4067,0.320
8.080,13,12.4600,1.9745,0.266
8.080,14,13.2800,1.9509,0.318
8.080,15,14.1000,2.1551,0.295
8.120,0,1.8000,-0.3065,0.299
8.120,1,2.6200,-5.1537,0.289
8.120,2,3.4400,-4.3920,0.267
8.120,3,4.2600,-2.2749,0.276
8.120,4,5.0800,1.1853,0.329
8.120,5,5.9000,-0.1806,0.307
8.120,6,6.7200,2.0475,0.328
8.120,7,7.5400,1.3700,0.305
8.120,8,8.3600,5.0363,0.282
8.120,9,9.1800,-1.6548,0.278
8.120,10,10.0000,-8.0782,0.305
8.120,11,10.8200,-3.0062,0.275
8.120,12,11.6400,-5.4613,0.320
8.120,13,12.4600,2.0012,0.266
8.120,14,13.2800,1.9868,0.318
8.120,15,14.1000,2.1445,0.295
8.160,0,1.8000,-0.2823,0.299
8.160,1,2.6200,-5.2074,0.289
8.160,2,3.4400,-4.4437,0.267
8.160,3,4.2600,-2.3150,0.276
8.160,4,5.0800,1.2250,0.329
8.160,5,5.9000,-0.1424,0.307
8.160,6,6.7200,2.0784,0.328
8.160,7,7.5400,1.4084,0.305
8.160,8,8.3600,5.0926,0.282
8.160,9,9.1800,-1.6986,0.278
8.160,10,10.0000,-8.1463,0.305
8.160,11,10.8200,-3.0493,0.275
8.160,12,11.6400,-5.5163,0.320
8.160,13,12.4600,2.0281,0.266
8.160,14,13.2800,2.0231,0.318
8.160,15,14.1000,2.1338,0.295
8.200,0,1.8000,-0.2578,0.299
8.200,1,2.6200,-5.2614,0.289
8.200,2,3.4400,-4.4957,0.267
8.200,3,4.2600,-2.3554,0.276
8.200,4,5.0800,1.2650,0.329
8.200,5,5.9000,-0.1039,0.307
8.200,6,6.7200,2.1096,0.328
8.200,7,7.5400,1.4470,0.305
8.200,8,8.3600,5.1492,0.282
8.200,9,9.1800,-1.7427,0.278
8.200,10,10.0000,-8.2149,0.305
8.200,11,10.8200,-3.0928,0.275
8.200,12,11.6400,-5.5716,0.320
8.200,13,12.4600,2.0551,0.266
8.200,14,13.2800,2.0597,0.318
8.200,15,14.1000,2.1228,0.295
8.240,0,1.8000,-0.2332,0.299
8.240,1,2.6200,-5.3157,0.289
8.240,2,3.4400,-4.5479,0.267
8.240,3,4.2600,-2.3961,0.276
8.240,4,5.0800,1.3053,0.329
8.240,5,5.9000,-0.0651,0.307
8.240,6,6.7200,2.1409,0.328
8.240,7,7.5400,1.4860,0.305
8.240,8,8.3600,5.2060,0.282
8.240,9,9.1800,-1.7871,0.278
8.240,10,10.0000,-8.2837,0.305
8.240,11,10.8200,-3.1365,0.275
8.240,12,11.6400,-5.6273,0.320
8.240,13,12.4600,2.0825,0.266
8.240,14,13.2800,2.0966,0.318
8.240,15,14.1000,2.1117,0.295
8.280,0,1.8000,-0.2083,0.299
8.280,1,2.6200,-5.3703,0.289
8.280,2,3.4400,-4.6005,0.267
8.280,3,4.2600,-2.4372,0.276
8.280,4,5.0800,1.3459,0.329
8.280,5,5.9000,-0.0260,0.307
8.280,6,6.7200,2.1725,0.328
8.280,7,7.5400,1.5252,0.305
8.280,8,8.3600,5.2632,0.282
8.280,9,9.1800,-1.8319,0.278
8.280,10,10.0000,-8.3529,0.305
8.280,11,10.8200,-3.1805,0.275
8.280,12,11.6400,-5.6833,0.320
8.280,13,12.4600,2.1100,0.266
8.280,14,13.2800,2.1337,0.318
8.280,15,14.1000,2.1004,0.295
8.320,0,1.8000,-0.1832,0.299
8.320,1,2.6200,-5.4251,0.289
8.320,2,3.4400,-4.6535,0.267
8.320,3,4.2600,-2.4785,0.276
8.320,4,5.0800,1.3868,0.329
8.320,5,5.9000,0.0135,0.307
8.320,6,6.7200,2.2042,0.328
8.320,7,7.5400,1.5647,0.305
8.320,8,8.3600,5.3206,0.282
8.320,9,9.1800,-1.8770,0.278
8.320,10,10.0000,-8.4225,0.305
8.320,11,10.8200,-3.2247,0.275
8.320,12,11.6400,-5.7397,0.320
8.320,13,12.4600,2.1377,0.266
8.320,14,13.2800,2.1712,0.318
8.320,15,14.1000,2.0890,0.295
8.360,0,1.8000,-0.1579,0.299
8.360,1,2.6200,-5.4803,0.289
8.360,2,3.4400,-4.7067,0.267
8.360,3,4.2600,-2.5201,0.276
8.360,4,5.0800,1.4281,0.329
8.360,5,5.9000,0.0532,0.307
8.360,6,6.7200,2.2361,0.328
8.360,7,7.5400,1.6045,0.305
8.360,8,8.3600,5.3783,0.282
8.360,9,9.1800,-1.9224,0.278
8.360,10,10.0000,-8.4923,0.305
8.360,11,10.8200,-3.2693,0.275
8.360,12,11.6400,-5.7964,0.320
8.360,13,12.4600,2.1656,0.266
8.360,14,13.2800,2.2090,0.318
8.360,15,14.1000,2.0773,0.295
8.400,0,1.8000,-0.1324,0.299
8.400,1,2.6200,-5.5357,0.289
8.400,2,3.4400,-4.7603,0.267
8.400,3,4.2600,-2.5621,0.276
8.400,4,5.0800,1.4696,0.329
8.400,5,5.9000,0.0932,0.307
8.400,6,6.7200,2.2683,0.328
8.400,7,7.5400,1.6446,0.305
8.400,8,8.3600,5.4362,0.282
8.400,9,9.1800,-1.9681,0.278
8.400,10,10.0000,-8.5626,0.305
8.400,11,10.8200,-3.3141,0.275
8.400,12,11.6400,-5.8534,0.320
8.400,13,12.4600,2.1938,0.266
8.400,14,13.2800,2.2470,0.318
8.400,15,14.1000,2.0655,0.295
8.440,0,1.8000,-0.1067,0.299
8.440,1,2.6200,-5.5914,0.289
8.440,2,3.4400,-4.8141,0.267
8.440,3,4.2600,-2.6043,0.276
8.440,4,5.0800,1.5115,0.329
8.440,5,5.9000,0.1336,0.307
8.440,6,6.7200,2.3006,0.328
8.440,7,7.5400,1.6849,0.305
8.440,8,8.3600,5.4945,0.282
8.440,9,9.1800,-2.0142,0.278
